1.00	1.00	0.00
2.00	2.00	0.00
3.00	2.00	0.00
4.00	1.00	0.00
5.00	1.00	0.90
6.00	1.00	0.50
7.00	2.00	0.75
8.00	1.00	0.75
9.00	1.00	0.25
10.00	2.00	0.50
11.00	2.00	0.25
12.00	2.00	0.90
13.00	1.00	0.50
14.00	1.00	0.75
15.00	2.00	0.50
16.00	1.00	0.25
17.00	2.00	0.25
18.00	2.00	0.75
19.00	2.00	0.90
20.00	1.00	0.90
