1.00	2.00	0.00
2.00	2.00	0.00
3.00	1.00	0.00
4.00	1.00	0.00
5.00	2.00	0.25
6.00	2.00	0.90
7.00	1.00	0.50
8.00	1.00	0.75
9.00	1.00	0.90
10.00	1.00	0.25
11.00	2.00	0.75
12.00	2.00	0.50
13.00	1.00	0.25
14.00	1.00	0.90
15.00	2.00	0.75
16.00	2.00	0.50
17.00	2.00	0.25
18.00	1.00	0.50
19.00	2.00	0.90
20.00	1.00	0.75
