1.00	2.00	0.00
2.00	1.00	0.00
3.00	1.00	0.00
4.00	2.00	0.00
5.00	2.00	0.75
6.00	1.00	0.75
7.00	1.00	0.90
8.00	2.00	0.50
9.00	2.00	0.25
10.00	1.00	0.50
11.00	2.00	0.90
12.00	1.00	0.25
13.00	1.00	0.90
14.00	2.00	0.25
15.00	2.00	0.50
16.00	1.00	0.75
17.00	2.00	0.90
18.00	1.00	0.25
19.00	2.00	0.75
20.00	1.00	0.50
