1.00	2.00	0.00
2.00	1.00	0.00
3.00	2.00	0.00
4.00	1.00	0.00
5.00	1.00	0.50
6.00	1.00	0.75
7.00	2.00	0.25
8.00	2.00	0.90
9.00	1.00	0.90
10.00	2.00	0.50
11.00	1.00	0.25
12.00	2.00	0.75
13.00	1.00	0.25
14.00	2.00	0.25
15.00	1.00	0.50
16.00	1.00	0.75
17.00	2.00	0.50
18.00	2.00	0.90
19.00	2.00	0.75
20.00	1.00	0.90
