1.00	2.00	0.00
2.00	1.00	0.00
3.00	1.00	0.00
4.00	2.00	0.00
5.00	2.00	0.75
6.00	1.00	0.25
7.00	2.00	0.25
8.00	1.00	0.50
9.00	1.00	0.75
10.00	2.00	0.90
11.00	1.00	0.90
12.00	2.00	0.50
13.00	1.00	0.75
14.00	2.00	0.90
15.00	2.00	0.25
16.00	1.00	0.50
17.00	2.00	0.50
18.00	2.00	0.75
19.00	1.00	0.90
20.00	1.00	0.25
